12179,2014:10:03:00:00:00,2014:10:04:00:00:00
12181,2014:10:01:00:00:00,2014:10:02:00:00:00
12182,2014:10:04:00:00:00,2014:10:05:00:00:00
12183,2014:10:07:00:00:00,2014:10:08:00:00:00
12184,2014:10:08:00:00:00,2014:10:09:00:00:00
12185,2014:10:09:00:00:00,2014:10:10:00:00:00
12186,2014:10:12:00:00:00,2014:10:13:00:00:00
12187,2014:10:17:00:00:00,2014:10:18:00:00:00
12189,2014:10:15:00:00:00,2014:10:16:00:00:00
12190,2014:10:18:00:00:00,2014:10:19:00:00:00
12191,2014:10:18:00:00:00,2014:10:19:00:00:00
12194,2014:10:25:00:00:00,2014:10:26:00:00:00
12195,2014:10:27:00:00:00,2014:10:28:00:00:00
12196,2014:10:28:00:00:00,2014:10:29:00:00:00
12197,2014:10:28:00:00:00,2014:10:29:00:00:00
12199,2014:10:31:00:00:00,2014:11:01:00:00:00
12200,2014:11:02:00:00:00,2014:11:03:00:00:00
12202,2014:10:31:00:00:00,2014:11:01:00:00:00
12204,2014:11:04:00:00:00,2014:11:05:00:00:00
12206,2014:11:07:00:00:00,2014:11:08:00:00:00
12207,2014:11:13:00:00:00,2014:11:14:00:00:00
12210,2014:11:15:00:00:00,2014:11:16:00:00:00
12212,2014:11:15:00:00:00,2014:11:16:00:00:00
12213,2014:11:16:00:00:00,2014:11:17:00:00:00
12215,2014:11:20:00:00:00,2014:11:21:00:00:00
12218,2014:11:29:00:00:00,2014:11:30:00:00:00
12225,2014:12:04:00:00:00,2014:12:05:00:00:00
12227,2014:12:07:00:00:00,2014:12:08:00:00:00
12229,2014:12:07:00:00:00,2014:12:08:00:00:00
12232,2014:12:12:00:00:00,2014:12:13:00:00:00
12233,2014:12:10:00:00:00,2014:12:11:00:00:00
12236,2014:12:16:00:00:00,2014:12:17:00:00:00
12237,2014:12:15:00:00:00,2014:12:16:00:00:00
12238,2014:12:15:00:00:00,2014:12:16:00:00:00
12239,2014:12:15:00:00:00,2014:12:16:00:00:00
12240,2014:12:18:00:00:00,2014:12:19:00:00:00
12243,2014:12:21:00:00:00,2014:12:22:00:00:00
12244,2014:12:23:00:00:00,2014:12:24:00:00:00
12246,2014:12:26:00:00:00,2014:12:27:00:00:00
12247,2014:12:27:00:00:00,2014:12:28:00:00:00
12252,2015:01:01:00:00:00,2015:01:02:00:00:00
12255,2015:01:06:00:00:00,2015:01:07:00:00:00
12258,2015:01:11:00:00:00,2015:01:12:00:00:00
12261,2015:01:14:00:00:00,2015:01:15:00:00:00
12263,2015:01:18:00:00:00,2015:01:19:00:00:00
12264,2015:01:19:00:00:00,2015:01:20:00:00:00
12267,2015:01:23:00:00:00,2015:01:24:00:00:00
12269,2015:01:24:00:00:00,2015:01:25:00:00:00
12270,2015:01:27:00:00:00,2015:01:28:00:00:00
12272,2015:01:30:00:00:00,2015:01:31:00:00:00
12278,2015:01:30:00:00:00,2015:01:31:00:00:00
12284,2015:02:17:00:00:00,2015:02:18:00:00:00
12287,2015:02:19:00:00:00,2015:02:20:00:00:00
12289,2015:02:23:00:00:00,2015:02:24:00:00:00
