08323,1998:09:01:11:06:00,1998:09:01:12:41:00,22,29,C
08323,1998:09:01:12:41:00,1998:09:02:06:36:00,23,2,C
08323,1998:09:02:06:36:00,1998:09:02:15:10:00,23,2,C
08323,1998:09:02:15:10:00,1998:09:03:15:15:00,22,3,C
08323,1998:09:03:15:15:00,1998:09:03:16:41:00,22,3,M
08323,1998:09:04:06:23:00,1998:09:05:06:29:00,22,26,C
08323,1998:09:05:06:29:00,1998:09:05:14:54:00,22,26,C
08323,1998:09:05:14:54:00,1998:09:05:17:33:00,22,26,C
08323,1998:09:05:17:33:00,1998:09:06:00:29:00,22,36,C
08323,1998:09:06:00:29:00,1998:09:06:11:10:00,22,36,C
08326,1998:09:05:15:52:00,1998:09:06:16:08:00,21,37,C
08326,1998:09:06:16:08:00,1998:09:06:19:37:00,21,37,C
08331,1998:09:08:17:33:00,1998:09:09:17:54:00,24,38,C
08331,1998:09:11:12:49:00,1998:09:12:13:07:00,25,1,C
08333,1998:09:09:21:56:00,1998:09:10:22:18:00,12,41,C
08329,1998:09:10:10:49:00,1998:09:11:11:04:00,14,32,C
08336,1998:09:19:09:44:00,1998:09:20:09:53:00,30,2,C
08340,1998:09:20:07:36:00,1998:09:21:08:23:00,19,25,C
08340,1998:09:21:08:23:00,1998:09:21:18:34:00,19,25,C
08340,1998:09:22:06:40:00,1998:09:23:07:31:00,20,2,M
08340,1998:09:23:07:31:00,1998:09:23:22:55:00,20,2,C
08340,1998:09:23:22:55:00,1998:09:24:08:40:00,20,15,C
08340,1998:09:24:11:05:00,1998:09:25:11:15:00,20,28,C
08340,1998:09:25:11:15:00,1998:09:26:06:54:00,20,40,C
08344,1998:09:22:22:20:00,1998:09:23:22:30:00,20,9,C
08344,1998:09:23:22:30:00,1998:09:24:08:19:00,20,4,C
08346,1998:09:24:23:13:00,1998:09:25:23:51:00,30,28,C
08346,1998:09:26:02:34:00,1998:09:27:02:59:00,28,0,C
08350,1998:10:06:21:03:00,1998:10:07:21:24:00,19,1,C
08355,1998:10:11:19:39:00,1998:10:12:19:46:00,22,3,C
08356,1998:10:10:00:59:00,1998:10:11:01:13:00,21,43,C
08356,1998:10:11:01:13:00,1998:10:11:12:11:00,21,43,C
08360,1998:10:15:06:37:00,1998:10:16:07:00:00,19,38,C
08358,1998:10:15:21:23:00,1998:10:16:21:36:00,15,40,C
08365,1998:10:19:03:38:00,1998:10:20:04:00:00,29,17,C
08369,1998:10:27:02:03:00,1998:10:28:02:27:00,18,17,C
08375,1998:11:03:03:10:00,1998:11:04:03:58:00,18,7,C
08375,1998:11:04:03:58:00,1998:11:04:07:31:00,18,7,C
08375,1998:11:04:07:31:00,1998:11:04:09:13:00,18,7,C
08375,1998:11:04:09:13:00,1998:11:04:12:39:00,18,7,C
08375,1998:11:04:12:39:00,1998:11:04:15:55:00,18,7,C
08375,1998:11:04:15:55:00,1998:11:04:20:08:00,18,7,C
08375,1998:11:04:20:08:00,1998:11:04:22:14:00,18,7,C
08375,1998:11:04:22:14:00,1998:11:05:03:04:00,18,21,C
08375,1998:11:05:03:04:00,1998:11:05:05:00:00,18,21,C
08375,1998:11:05:05:00:00,1998:11:05:06:16:00,18,21,C
08375,1998:11:05:06:16:00,1998:11:05:08:08:00,18,21,C
08375,1998:11:05:08:08:00,1998:11:05:11:12:00,18,21,C
08375,1998:11:05:11:12:00,1998:11:05:13:08:00,18,21,C
08375,1998:11:05:13:08:00,1998:11:05:13:39:00,18,21,M
08375,1998:11:05:13:39:00,1998:11:06:02:46:00,18,35,C
08375,1998:11:06:02:46:00,1998:11:06:04:43:00,18,35,C
08375,1998:11:06:04:43:00,1998:11:06:05:02:00,18,35,C
08375,1998:11:06:05:02:00,1998:11:06:08:00:00,18,35,C
08375,1998:11:06:08:00:00,1998:11:06:09:15:00,18,35,C
08375,1998:11:06:09:15:00,1998:11:06:09:38:00,18,35,C
08375,1998:11:06:09:38:00,1998:11:06:11:12:00,18,35,C
08375,1998:11:06:11:12:00,1998:11:06:12:10:00,18,35,C
08375,1998:11:06:12:10:00,1998:11:06:18:53:00,18,35,C
08375,1998:11:06:18:53:00,1998:11:06:20:00:00,18,35,C
08375,1998:11:06:20:00:00,1998:11:06:22:11:00,18,35,C
08375,1998:11:06:22:11:00,1998:11:06:22:32:00,18,35,C
08385,1998:11:11:05:23:00,1998:11:12:05:30:00,19,43,M
08383,1998:11:11:07:05:00,1998:11:12:07:13:00,15,26,C
08383,1998:11:12:07:13:00,1998:11:13:03:20:00,16,13,C
08383,1998:11:13:14:36:00,1998:11:14:14:46:00,16,0,C
08393,1998:11:25:05:26:00,1998:11:26:05:35:00,19,37,C
08393,1998:11:26:19:25:00,1998:11:27:19:32:00,19,25,C
08395,1998:11:26:10:48:00,1998:11:27:11:03:00,17,42,C
08395,1998:11:27:11:03:00,1998:11:27:18:24:00,17,42,C
08395,1998:11:29:00:11:00,1998:11:30:00:57:00,22,8,C
08395,1998:11:30:05:22:00,1998:12:01:05:38:00,22,2,C
08395,1998:12:01:05:38:00,1998:12:01:06:55:00,22,2,C
