1997:10:21:17:00:00,1997:10:21:18:16:00,08097,16,01,C
1997:10:28:03:25:00,1997:10:28:03:41:00,08100,21,54,C
1997:10:28:12:51:00,1997:10:28:13:00:00,08100,21,54,C
1997:11:02:02:58:00,1997:11:02:03:07:00,08100,19,12,C
1997:11:02:20:41:00,1997:11:02:20:58:00,08100,19,12,C
1997:11:03:01:45:00,1997:11:03:02:02:00,08100,19,25,C
1997:11:03:04:32:00,1997:11:03:04:49:00,08100,19,25,C
1997:11:03:08:13:00,1997:11:03:08:31:00,08100,19,25,C
1997:11:03:09:03:00,1997:11:03:09:13:00,08100,19,25,M
1997:11:03:12:19:00,1997:11:03:12:38:00,08100,19,25,C
1997:11:03:13:44:00,1997:11:03:13:59:00,08100,19,25,C
1997:11:03:17:00:00,1997:11:03:17:24:00,08100,19,25,C
1997:11:03:18:08:00,1997:11:03:18:33:00,08100,19,25,C
1997:11:03:19:03:00,1997:11:03:19:10:00,08100,19,25,C
1997:11:03:19:55:00,1997:11:03:20:36:00,08100,19,25,M
1997:11:03:21:20:00,1997:11:03:21:42:00,08100,19,25,C
1997:11:03:22:16:00,1997:11:03:22:32:00,08100,19,25,C
1997:11:03:23:33:00,1997:11:03:23:44:00,08100,19,25,C
1997:11:04:01:13:00,1997:11:04:01:20:00,08100,20,40,C
1997:11:04:01:27:00,1997:11:04:01:40:00,08100,20,40,M
1997:11:04:02:32:00,1997:11:04:03:03:00,08100,20,40,M
1997:11:04:05:52:00,1997:11:04:06:02:00,08100,20,40,X
1997:11:04:07:14:00,1997:11:04:07:20:00,08100,20,40,C
1997:11:04:08:03:00,1997:11:04:08:24:00,08100,20,40,C
1997:11:04:17:23:00,1997:11:04:17:57:00,08100,20,40,C
1997:11:04:21:06:00,1997:11:04:21:26:00,08100,20,40,C
1997:11:05:06:17:00,1997:11:05:06:56:00,08100,21,52,C
1997:11:05:16:28:00,1997:11:05:16:52:00,08100,21,52,C
1997:11:05:18:38:00,1997:11:05:19:01:00,08103,24,04,C
1997:11:06:03:12:00,1997:11:06:03:41:00,08100,20,66,C
1997:11:06:11:31:00,1997:11:06:11:44:00,08100,20,66,C
1997:11:07:09:18:00,1997:11:07:09:37:00,08103,22,30,C
1997:11:10:05:18:00,1997:11:10:05:50:00,08103,20,73,C
1997:11:10:07:00:00,1997:11:10:07:52:00,08103,20,73,C
1997:11:11:07:07:00,1997:11:11:07:49:00,08103,19,83,C
1997:11:11:10:18:00,1997:11:11:10:27:00,08103,19,83,C
1997:11:13:17:40:00,1997:11:13:17:54:00,08106,28,69,C
1997:11:14:01:23:00,1997:11:14:01:36:00,08108,21,65,C
1997:11:14:09:05:00,1997:11:14:11:46:00,08108,21,65,C
1997:11:15:01:21:00,1997:11:15:01:56:00,08108,19,54,C
1997:11:15:22:31:00,1997:11:15:23:10:00,08108,19,54,M
1997:11:16:01:21:00,1997:11:16:01:32:00,08108,20,45,C
1997:11:21:06:08:00,1997:11:21:06:42:00,08108,19,24,C
1997:11:21:13:10:00,1997:11:21:13:44:00,08108,19,24,C
1997:11:21:15:57:00,1997:11:21:16:03:00,08108,19,24,C
1997:11:21:17:00:00,1997:11:21:17:08:00,08108,19,24,C
1997:11:24:03:55:00,1997:11:24:04:07:00,08108,19,65,C
1997:11:26:04:38:00,1997:11:26:05:02:00,08113,19,74,C
1997:11:26:17:53:00,1997:11:26:18:05:00,08113,19,74,C
1997:11:26:18:31:00,1997:11:26:18:40:00,08113,19,74,M
1997:11:27:12:59:00,1997:11:27:13:20:00,08113,20,64,X
1997:11:27:16:10:00,1997:11:27:16:37:00,08113,20,64,C
1997:11:28:00:16:00,1997:11:28:00:41:00,08113,20,47,C
1997:11:28:04:53:00,1997:11:28:05:23:00,08113,20,47,M
1997:11:28:15:09:00,1997:11:28:15:18:00,08113,20,47,C
1997:11:28:15:38:00,1997:11:28:15:48:00,08113,20,47,C
1997:11:28:18:21:00,1997:11:28:18:29:00,08113,20,47,C
1997:11:28:19:25:00,1997:11:28:19:46:00,08113,20,47,C
1997:11:29:05:01:00,1997:11:29:05:15:00,08113,20,35,C
1997:11:29:09:19:00,1997:11:29:09:40:00,08113,20,35,C
1997:11:29:19:29:00,1997:11:29:19:39:00,08113,20,35,C
1997:11:29:22:28:00,1997:11:29:22:53:00,08113,20,35,M
1997:11:30:06:49:00,1997:11:30:06:58:00,08113,20,23,C
1997:11:30:07:02:00,1997:11:30:07:13:00,08113,20,23,C
1997:12:01:00:26:00,1997:12:01:00:41:00,08113,22,08,C
1997:12:01:02:32:00,1997:12:01:02:47:00,08113,22,08,M
1997:12:01:12:21:00,1997:12:01:12:41:00,08113,22,08,C
1997:12:01:13:23:00,1997:12:01:13:35:00,08113,22,08,C
1997:12:01:18:37:00,1997:12:01:18:47:00,08113,22,08,C
1997:12:01:19:08:00,1997:12:01:19:45:00,08113,22,08,C
1997:12:03:00:56:00,1997:12:03:01:23:00,08113,20,17,C
1997:12:03:03:23:00,1997:12:03:03:46:00,08113,20,17,C
1997:12:03:04:13:00,1997:12:03:04:32:00,08113,20,17,C
1997:12:03:07:04:00,1997:12:03:07:20:00,08113,20,17,C
1997:12:03:13:49:00,1997:12:03:14:44:00,08113,20,17,C
1997:12:04:05:41:00,1997:12:04:06:06:00,08113,21,29,C
1997:12:12:07:14:00,1997:12:12:07:25:00,08119,32,51,C
1997:12:14:15:23:00,1997:12:14:16:39:00,08122,30,46,C
1997:12:15:18:34:00,1997:12:15:18:50:00,08123,19,48,C
1997:12:22:07:57:00,1997:12:22:08:52:00,08124,22,53,C
1997:12:22:15:17:00,1997:12:22:15:58:00,08124,22,53,C
1997:12:26:05:51:00,1997:12:26:06:04:00,08124,22,01,C
1997:12:27:16:28:00,1997:12:27:16:46:00,08124,22,12,C
1997:12:31:06:55:00,1997:12:31:07:47:00,08126,21,23,C
1997:12:31:18:19:00,1997:12:31:18:32:00,08124,22,68,C
1997:12:31:20:18:00,1997:12:31:20:33:00,08124,22,68,C
1998:01:01:01:20:00,1998:01:01:01:39:00,08124,21,77,C
1998:01:01:03:01:00,1998:01:01:03:11:00,08124,21,77,M
1998:01:01:06:52:00,1998:01:01:07:10:00,08124,21,77,C
1998:01:02:12:18:00,1998:01:02:12:41:00,08126,22,51,C
1998:01:02:12:57:00,1998:01:02:13:07:00,08124,21,91,M
1998:01:12:02:02:00,1998:01:12:02:30:00,08131,24,03,C
1998:01:12:11:28:00,1998:01:12:11:49:00,08131,24,03,C
1998:01:12:15:09:00,1998:01:12:15:24:00,08131,24,03,C
1998:01:12:20:57:00,1998:01:12:21:24:00,08131,24,03,C
1998:01:14:13:08:00,1998:01:14:13:15:00,08131,22,23,C
1998:01:14:15:26:00,1998:01:14:16:15:00,08131,22,23,C
1998:01:14:20:22:00,1998:01:14:20:48:00,08131,22,23,C
1998:01:15:09:26:00,1998:01:15:10:06:00,08131,22,35,C
1998:01:15:13:03:00,1998:01:15:13:24:00,08131,22,35,C
1998:01:15:14:28:00,1998:01:15:14:47:00,08131,22,35,M
1998:01:15:19:53:00,1998:01:15:20:09:00,08131,22,35,C
1998:01:25:19:14:00,1998:01:25:19:51:00,08142,21,33,C
1998:01:25:21:26:00,1998:01:25:21:43:00,08145,28,46,M
1998:01:26:14:36:00,1998:01:26:14:56:00,08145,29,35,C
1998:01:26:22:19:00,1998:01:26:22:47:00,08142,21,48,C
1998:01:29:01:40:00,1998:01:29:01:58:00,08143,36,17,C
1998:02:15:04:20:00,1998:02:15:04:29:00,08156,24,03,C
1998:02:15:07:07:00,1998:02:15:07:22:00,08156,24,03,C
1998:02:15:11:37:00,1998:02:15:11:59:00,08156,24,03,C
1998:02:17:09:48:00,1998:02:17:09:56:00,08156,25,22,C
1998:02:18:09:17:00,1998:02:18:09:31:00,08156,25,34,C
1998:02:18:11:38:00,1998:02:18:11:53:00,08156,25,34,C
1998:02:19:05:22:00,1998:02:19:05:32:00,08156,25,47,C
1998:02:20:10:01:00,1998:02:20:10:21:00,08156,25,60,C
1998:02:24:13:31:00,1998:02:24:13:45:00,08164,17,00,C
1998:03:01:11:04:00,1998:03:01:11:14:00,08169,21,73,C
1998:03:01:13:02:00,1998:03:01:13:13:00,08169,21,73,C
1998:03:02:04:19:00,1998:03:02:04:32:00,08171,23,36,C
1998:03:02:12:05:00,1998:03:02:12:19:00,08171,23,36,C
1998:03:03:02:44:00,1998:03:03:02:57:00,08171,23,49,C
1998:03:03:03:05:00,1998:03:03:03:11:00,08171,23,49,C
1998:03:03:07:16:00,1998:03:03:07:24:00,08171,23,49,C
1998:03:03:21:34:00,1998:03:03:21:59:00,08171,23,49,C
1998:03:04:05:53:00,1998:03:04:06:16:00,08171,23,63,C
1998:03:04:07:11:00,1998:03:04:07:33:00,08171,23,63,C
1998:03:04:17:32:00,1998:03:04:17:40:00,08171,23,63,C
1998:03:04:19:10:00,1998:03:04:19:25:00,08171,23,63,C
1998:03:04:19:42:00,1998:03:04:19:49:00,08171,23,63,C
1998:03:04:21:24:00,1998:03:04:21:48:00,08171,23,63,C
1998:03:05:00:14:00,1998:03:05:00:38:00,08171,24,75,C
1998:03:05:08:12:00,1998:03:05:08:18:00,08171,24,75,C
1998:03:05:09:05:00,1998:03:05:09:15:00,08171,24,75,C
1998:03:05:13:12:00,1998:03:05:13:32:00,08171,24,75,C
1998:03:05:15:02:00,1998:03:05:15:16:00,08171,24,75,C
1998:03:05:20:04:00,1998:03:05:20:25:00,08172,22,48,C
1998:03:06:01:23:00,1998:03:06:01:33:00,08171,24,88,C
1998:03:14:10:56:00,1998:03:14:11:27:00,08179,22,09,C
1998:03:14:14:43:00,1998:03:14:15:07:00,08179,22,09,C
1998:03:15:11:48:00,1998:03:15:12:04:00,08179,22,05,C
1998:03:15:13:07:00,1998:03:15:13:22:00,08179,22,05,C
1998:03:15:14:39:00,1998:03:15:14:52:00,08179,22,05,C
1998:03:15:14:56:00,1998:03:15:15:19:00,08179,22,05,C
1998:03:15:16:04:00,1998:03:15:16:26:00,08179,22,05,M
1998:03:15:17:34:00,1998:03:15:17:42:00,08179,22,05,C
1998:03:15:19:11:00,1998:03:15:19:27:00,08179,22,05,M
1998:03:15:22:45:00,1998:03:15:23:06:00,08179,22,05,C
1998:03:16:02:01:00,1998:03:16:02:26:00,08179,22,17,C
1998:03:16:08:07:00,1998:03:16:08:30:00,08179,22,17,C
1998:03:16:09:23:00,1998:03:16:09:31:00,08179,22,17,C
1998:03:16:10:57:00,1998:03:16:12:11:00,08179,22,17,C
1998:03:16:16:43:00,1998:03:16:16:50:00,08179,22,17,C
1998:03:16:17:14:00,1998:03:16:18:01:00,08179,22,17,C
1998:03:16:18:31:00,1998:03:16:18:46:00,08179,22,17,C
1998:03:16:20:03:00,1998:03:16:20:36:00,08179,22,17,C
1998:03:16:21:26:00,1998:03:16:21:38:00,08179,22,17,C
1998:03:17:03:20:00,1998:03:17:03:31:00,08179,22,30,C
1998:03:17:08:13:00,1998:03:17:08:34:00,08179,22,30,C
1998:03:17:13:29:00,1998:03:17:13:41:00,08179,22,30,C
1998:03:18:00:11:00,1998:03:18:00:59:00,08179,22,43,C
1998:03:18:02:55:00,1998:03:18:03:04:00,08179,22,43,C
1998:03:19:01:17:00,1998:03:19:01:34:00,08183,22,45,M
1998:03:19:05:08:00,1998:03:19:05:30:00,08183,22,45,C
1998:03:19:09:00:00,1998:03:19:09:05:00,08183,22,45,C
1998:03:19:09:51:00,1998:03:19:10:13:00,08183,22,45,C
1998:03:19:11:45:00,1998:03:19:11:59:00,08183,22,45,C
1998:03:19:18:44:00,1998:03:19:19:18:00,08179,21,57,C
1998:03:19:20:24:00,1998:03:19:20:37:00,08179,21,57,C
1998:03:21:18:20:00,1998:03:21:18:32:00,08179,22,82,C
1998:03:22:06:51:00,1998:03:22:07:08:00,08185,24,58,M
1998:03:22:11:02:00,1998:03:22:11:11:00,08183,23,05,C
1998:03:22:16:31:00,1998:03:22:16:38:00,08185,24,58,C
1998:03:25:11:45:00,1998:03:25:11:54:00,08185,24,24,C
1998:03:26:12:46:00,1998:03:26:13:40:00,08185,25,11,M
1998:03:27:15:57:00,1998:03:27:16:08:00,08185,25,01,C
1998:03:27:21:49:00,1998:03:27:23:17:00,08185,25,01,M
1998:03:28:07:03:00,1998:03:28:07:25:00,08183,22,75,C
1998:03:31:02:33:00,1998:03:31:03:29:00,08190,20,43,C
1998:03:31:05:32:00,1998:03:31:06:31:00,08190,20,43,C
1998:03:31:13:29:00,1998:03:31:13:41:00,08190,20,43,C
1998:04:01:09:16:00,1998:04:01:09:26:00,08190,22,23,C
1998:04:01:13:53:00,1998:04:01:14:00:00,08185,25,64,C
1998:04:01:15:21:00,1998:04:01:16:04:00,08190,22,23,C
1998:04:01:19:59:00,1998:04:01:20:10:00,08190,22,23,C
1998:04:01:21:52:00,1998:04:01:23:11:00,08190,22,23,C
1998:04:02:07:52:00,1998:04:02:08:02:00,08190,21,12,C
1998:04:02:11:02:00,1998:04:02:11:11:00,08191,21,21,C
1998:04:02:14:22:00,1998:04:02:14:39:00,08190,21,12,C
1998:04:02:16:11:00,1998:04:02:17:37:00,08190,21,12,C
1998:04:02:21:52:00,1998:04:02:23:11:00,08190,21,12,C
1998:04:03:23:35:00,1998:04:03:00:02:00,08190,19,03,C
1998:04:05:11:48:00,1998:04:05:11:55:00,08193,22,28,C
1998:04:06:16:23:00,1998:04:06:16:55:00,08195,26,62,M
1998:04:06:17:15:00,1998:04:06:17:59:00,08194,18,57,C
1998:04:06:18:36:00,1998:04:06:18:54:00,08195,26,62,C
1998:04:08:19:33:00,1998:04:08:19:41:00,08195,27,39,C
1998:04:08:19:47:00,1998:04:08:19:57:00,08195,27,39,C
1998:04:08:21:32:00,1998:04:08:21:41:00,08194,18,35,C
1998:04:09:18:10:00,1998:04:09:18:19:00,08198,28,47,C
1998:04:10:10:44:00,1998:04:10:11:26:00,08199,27,42,C
1998:04:11:15:08:00,1998:04:11:15:24:00,08194,17,04,C
1998:04:13:03:32:00,1998:04:13:04:03:00,08202,23,04,C
1998:04:15:07:37:00,1998:04:15:07:54:00,08203,30,25,C
1998:04:15:11:55:00,1998:04:15:12:42:00,08203,30,25,C
1998:04:15:14:58:00,1998:04:15:15:20:00,08203,30,25,C
1998:04:15:21:40:00,1998:04:15:22:10:00,08200,23,74,C
1998:04:16:02:19:00,1998:04:16:02:32:00,08202,24,34,C
1998:04:27:08:55:00,1998:04:27:09:38:00,08210,17,42,X
1998:04:29:01:24:00,1998:04:29:01:56:00,08210,17,16,C
1998:04:29:07:54:00,1998:04:29:08:27:00,08210,17,16,C
1998:04:29:16:06:00,1998:04:29:16:59:00,08210,17,16,M
1998:04:30:21:15:00,1998:04:30:21:36:00,08210,17,04,C
1998:05:01:11:58:00,1998:05:01:12:14:00,08210,16,12,C
1998:05:01:12:54:00,1998:05:01:13:04:00,08214,26,34,M
1998:05:01:14:41:00,1998:05:01:15:00:00,08210,16,12,C
1998:05:01:17:31:00,1998:05:01:18:17:00,08214,26,34,C
1998:05:01:20:08:00,1998:05:01:20:35:00,08210,16,12,C
1998:05:01:21:15:00,1998:05:01:21:33:00,08210,16,12,C
1998:05:01:21:40:00,1998:05:01:21:59:00,08210,16,12,C
1998:05:01:22:36:00,1998:05:01:23:08:00,08210,16,12,M
1998:05:02:01:52:00,1998:05:02:02:12:00,08214,26,20,C
1998:05:02:04:48:00,1998:05:02:05:21:00,08210,17,24,C
1998:05:02:13:31:00,1998:05:02:13:51:00,08210,17,24,X
1998:05:02:17:47:00,1998:05:02:17:52:00,08214,26,20,C
1998:05:02:20:37:00,1998:05:02:21:21:00,08210,17,24,C
1998:05:03:10:02:00,1998:05:03:10:36:00,08210,17,36,C
1998:05:03:15:58:00,1998:05:03:16:13:00,08214,27,06,C
1998:05:03:18:23:00,1998:05:03:18:50:00,08210,17,36,C
1998:05:03:21:12:00,1998:05:03:21:49:00,08214,27,06,M
1998:05:04:17:09:00,1998:05:04:17:25:00,08214,27,07,C
1998:05:04:22:19:00,1998:05:04:23:40:00,08214,27,07,C
1998:05:05:05:27:00,1998:05:05:05:34:00,08210,17,61,C
1998:05:05:16:10:00,1998:05:05:16:18:00,08214,27,21,C
1998:05:05:20:47:00,1998:05:05:21:04:00,08214,27,21,C
1998:05:05:22:10:00,1998:05:05:22:32:00,08214,27,21,C
1998:05:05:23:02:00,1998:05:05:23:13:00,08210,17,61,C
1998:05:05:23:27:00,1998:05:05:00:02:00,08210,17,61,M
1998:05:06:04:11:00,1998:05:06:04:47:00,08210,17,74,C
1998:05:06:06:06:00,1998:05:06:06:17:00,08210,17,74,C
1998:05:06:06:21:00,1998:05:06:06:35:00,08210,17,74,C
1998:05:06:06:59:00,1998:05:06:07:05:00,08210,17,74,C
1998:05:06:07:10:00,1998:05:06:07:41:00,08210,17,74,M
1998:05:06:13:32:00,1998:05:06:13:40:00,08210,17,74,C
1998:05:06:17:08:00,1998:05:06:17:17:00,08214,27,36,C
1998:05:06:18:35:00,1998:05:06:18:58:00,08210,17,74,C
1998:05:06:22:04:00,1998:05:06:22:11:00,08210,17,74,C
1998:05:07:01:06:00,1998:05:07:01:12:00,08214,27,47,C
1998:05:07:07:35:00,1998:05:07:07:44:00,08218,23,61,C
1998:05:07:11:05:00,1998:05:07:11:27:00,08214,27,47,M
1998:05:07:13:31:00,1998:05:07:14:05:00,08218,23,61,M
1998:05:07:14:46:00,1998:05:07:14:57:00,08214,27,47,C
1998:05:07:16:16:00,1998:05:07:16:29:00,08214,27,47,C
1998:05:08:11:54:00,1998:05:08:13:34:00,08214,27,61,C
1998:05:08:22:51:00,1998:05:08:23:11:00,08214,27,61,C
1998:05:09:10:30:00,1998:05:09:10:44:00,08214,28,74,C
1998:05:09:10:59:00,1998:05:09:11:12:00,08214,28,74,C
1998:05:12:04:49:00,1998:05:12:06:51:00,08218,20,05,C
1998:05:13:14:50:00,1998:05:13:14:55:00,08218,20,18,C
1998:05:13:22:19:00,1998:05:13:22:30:00,08218,20,18,C
1998:05:14:10:26:00,1998:05:14:10:36:00,08218,20,31,C
1998:05:14:13:44:00,1998:05:14:13:57:00,08220,28,33,C
1998:05:15:02:14:00,1998:05:15:02:24:00,08218,21,44,C
1998:05:16:01:52:00,1998:05:16:02:09:00,08218,21,58,C
1998:05:16:04:27:00,1998:05:16:04:52:00,08222,22,09,C
1998:05:19:15:41:00,1998:05:19:16:34:00,08218,20,91,C
1998:05:26:20:22:00,1998:05:26:20:40:00,08226,18,52,C
1998:05:26:21:07:00,1998:05:26:21:41:00,08226,18,52,C
1998:05:27:06:05:00,1998:05:27:06:20:00,08226,18,66,C
1998:05:27:13:30:00,1998:05:27:14:50:00,08226,18,66,C
1998:05:27:23:04:00,1998:05:27:23:13:00,08227,24,48,C
1998:05:28:00:56:00,1998:05:28:01:13:00,08224,24,91,C
1998:05:28:04:33:00,1998:05:28:04:42:00,08226,18,80,C
1998:05:28:06:18:00,1998:05:28:06:26:00,08226,18,80,C
1998:05:28:09:21:00,1998:05:28:09:27:00,08226,18,80,C
1998:05:28:11:13:00,1998:05:28:11:44:00,08227,26,35,C
1998:05:28:12:50:00,1998:05:28:12:57:00,08226,18,80,C
1998:05:28:13:43:00,1998:05:28:14:00:00,08226,18,80,M
1998:05:28:18:59:00,1998:05:28:19:18:00,08226,18,80,C
1998:05:28:20:24:00,1998:05:28:20:31:00,08226,18,80,C
1998:05:28:22:41:00,1998:05:28:22:57:00,08226,18,80,C
1998:06:04:20:34:00,1998:06:04:20:46:00,08232,19,49,C
1998:06:04:21:28:00,1998:06:04:21:49:00,08232,19,49,C
1998:06:05:04:39:00,1998:06:05:04:51:00,08232,19,36,C
1998:06:05:09:47:00,1998:06:05:09:57:00,08232,19,36,C
1998:06:05:14:15:00,1998:06:05:14:23:00,08232,19,36,C
1998:06:07:14:43:00,1998:06:07:15:16:00,08232,19,06,C
1998:06:08:15:56:00,1998:06:08:16:14:00,08232,20,04,C
1998:06:12:02:49:00,1998:06:12:02:54:00,08240,24,84,C
1998:06:12:05:37:00,1998:06:12:05:42:00,08240,24,84,C
1998:06:12:09:14:00,1998:06:12:09:21:00,08240,24,84,C
1998:06:12:21:06:00,1998:06:12:21:29:00,08242,20,57,C
1998:06:12:23:11:00,1998:06:12:23:27:00,08242,20,57,C
1998:06:13:04:15:00,1998:06:13:04:28:00,08242,22,42,M
1998:06:13:14:58:00,1998:06:13:15:54:00,08237,20,08,C
1998:06:13:17:19:00,1998:06:13:17:32:00,08242,22,42,C
1998:06:13:17:55:00,1998:06:13:18:02:00,08242,22,42,C
1998:06:15:06:00:00,1998:06:15:09:37:00,08232,21,91,C
1998:06:20:14:12:00,1998:06:20:14:44:00,08243,18,30,C
1998:06:20:20:54:00,1998:06:20:21:04:00,08243,18,30,C
1998:06:20:22:05:00,1998:06:20:22:14:00,08243,18,30,C
1998:06:21:04:39:00,1998:06:21:05:51:00,08243,18,39,C
1998:06:21:18:00:00,1998:06:21:18:13:00,08243,18,39,C
1998:06:21:21:03:00,1998:06:21:21:13:00,08243,18,39,C
1998:06:22:04:27:00,1998:06:22:05:01:00,08243,17,52,C
1998:06:23:10:30:00,1998:06:23:10:37:00,08253,18,62,C
1998:06:23:19:15:00,1998:06:23:19:27:00,08253,18,62,C
1998:06:24:04:41:00,1998:06:24:04:54:00,08253,18,52,C
1998:06:24:09:02:00,1998:06:24:09:08:00,08253,18,52,C
1998:06:24:11:28:00,1998:06:24:11:47:00,08253,18,52,C
1998:06:25:18:36:00,1998:06:25:18:49:00,08253,18,40,C
1998:06:25:20:10:00,1998:06:25:21:19:00,08253,18,40,C
1998:06:27:08:44:00,1998:06:27:08:57:00,08253,17,12,C
1998:06:28:03:47:00,1998:06:28:04:10:00,08253,17,02,C
1998:06:28:18:37:00,1998:06:28:19:35:00,08253,17,02,C
1998:06:28:19:49:00,1998:06:28:20:29:00,08253,17,02,C
1998:06:28:20:56:00,1998:06:28:21:14:00,08253,17,02,C
1998:06:29:06:14:00,1998:06:29:06:40:00,08253,18,15,C
1998:06:30:01:26:00,1998:06:30:01:58:00,08253,18,29,C
1998:06:30:22:55:00,1998:06:30:23:07:00,08253,18,29,C
1998:07:01:00:01:00,1998:07:01:00:28:00,08259,27,24,C
1998:07:01:18:01:00,1998:07:01:18:26:00,08256,24,09,C
1998:07:01:18:35:00,1998:07:01:18:47:00,08253,17,43,C
1998:07:03:11:19:00,1998:07:03:11:33:00,08256,24,32,C
1998:07:03:17:25:00,1998:07:03:17:58:00,08256,24,32,C
1998:07:03:20:04:00,1998:07:03:20:21:00,08256,24,32,C
1998:07:04:08:15:00,1998:07:04:09:15:00,08256,24,46,C
1998:07:04:10:00:00,1998:07:04:10:23:00,08256,24,46,C
1998:07:04:14:40:00,1998:07:04:15:10:00,08256,24,46,C
