20120101,11384,11,91,N,99:99
20120101,11386,18,46,N,99:99
20120101,11386,18,46,N,99:99
20120101,11386,18,46,C,17:17
20120101,11388,24,01,N,99:99
20120101,11389,23,17,N,99:99
20120101,11389,23,17,C,07:24
20120101,11389,23,17,N,99:99
20120101,11389,23,17,M,16:16
20120101,11389,23,17,M,13:09
20120101,11390,09,14,N,99:99
20120102,11386,18,58,N,99:99
20120102,11388,24,12,N,99:99
20120102,11389,22,03,N,99:99
20120102,11389,22,03,C,07:05
20120102,11389,22,03,N,99:99
20120102,11389,22,03,C,23:28
20120102,11389,22,03,C,07:24
20120102,11390,10,43,N,99:99
20120102,11391,13,67,N,99:99
20120102,11391,13,67,C,05:23
20120102,11391,13,67,N,99:99
20120103,11386,17,71,N,99:99
20120103,11388,24,28,N,99:99
20120103,11389,22,06,N,99:99
20120103,11389,22,06,N,99:99
20120103,11389,22,06,C,07:05
20120103,11390,10,43,N,99:99
20120103,11391,13,67,N,99:99
20120103,11391,13,67,N,99:99
20120103,11391,13,67,C,05:23
20120103,11392,20,05,N,99:99
20120104,11386,18,83,N,99:99
20120104,11388,23,38,N,99:99
20120104,11389,22,18,N,99:99
20120104,11389,22,18,C,10:59
20120104,11389,22,18,N,99:99
20120104,11390,10,56,N,99:99
20120104,11391,12,51,N,99:99
20120104,11392,20,05,N,99:99
20120105,11386,17,91,N,99:99
20120105,11388,24,50,N,99:99
20120105,11389,22,30,N,99:99
20120105,11389,22,30,N,99:99
20120105,11389,22,30,C,10:59
20120105,11390,10,72,N,99:99
20120105,11390,10,72,C,07:01
20120105,11390,10,72,N,99:99
20120105,11391,12,40,N,99:99
20120105,11392,20,18,N,99:99
20120105,11392,20,18,C,11:51
20120105,11392,20,18,N,99:99
20120105,11393,18,17,N,99:99
20120106,11388,26,62,N,99:99
20120106,11389,23,43,N,99:99
20120106,11390,09,85,N,99:99
20120106,11390,09,85,C,17:16
20120106,11390,09,85,N,99:99
20120106,11391,13,26,N,99:99
20120106,11392,21,33,N,99:99
20120106,11392,21,33,C,23:54
20120106,11392,21,33,C,11:14
20120106,11392,21,33,N,99:99
20120106,11392,21,33,C,11:51
20120106,11393,18,17,N,99:99
20120106,11394,18,28,N,99:99
20120107,11388,26,75,N,99:99
20120107,11389,21,59,N,99:99
20120107,11389,21,59,C,04:39
20120107,11389,21,59,N,99:99
20120107,11389,21,59,C,06:04
20120107,11390,08,91,N,99:99
20120107,11390,08,91,N,99:99
20120107,11390,08,91,C,17:16
20120107,11391,13,14,N,99:99
20120107,11392,19,46,N,99:99
20120107,11392,19,46,N,99:99
20120107,11392,19,46,C,23:54
20120107,11392,19,46,C,11:14
20120107,11393,17,30,N,99:99
20120107,11393,17,30,C,17:12
20120107,11393,17,30,N,99:99
20120107,11394,18,28,N,99:99
20120108,11388,24,87,N,99:99
20120108,11389,21,75,N,99:99
20120108,11389,21,75,C,17:20
20120108,11389,21,75,C,13:13
20120108,11389,21,75,N,99:99
20120108,11389,21,75,C,04:39
20120108,11391,13,00,N,99:99
20120108,11392,19,60,N,99:99
20120108,11393,16,44,N,99:99
20120108,11393,16,44,C,14:56
20120108,11393,16,44,C,06:08
20120108,11393,16,44,C,04:33
20120108,11393,16,44,C,03:21
20120108,11393,16,44,N,99:99
20120108,11393,16,44,C,17:12
20120108,11394,18,12,N,99:99
20120108,11395,22,45,N,99:99
20120109,11388,26,91,N,99:99
20120109,11388,26,91,N,99:99
20120109,11388,26,91,C,17:20
20120109,11388,26,91,C,13:13
20120109,11389,20,89,N,99:99
20120109,11391,13,14,N,99:99
20120109,11391,13,14,C,17:15
20120109,11391,13,14,C,14:51
20120109,11391,13,14,N,99:99
20120109,11392,19,72,N,99:99
20120109,11393,16,59,N,99:99
20120109,11393,16,59,C,10:31
20120109,11393,16,59,N,99:99
20120109,11393,16,59,C,14:56
20120109,11393,16,59,C,06:08
20120109,11393,16,59,C,04:33
20120109,11393,16,59,C,03:21
20120109,11395,22,45,N,99:99
20120109,11395,22,45,C,20:01
20120109,11395,22,45,N,99:99
20120110,11389,19,91,N,99:99
20120110,11391,12,26,N,99:99
20120110,11391,12,26,N,99:99
20120110,11391,12,26,C,17:15
20120110,11391,12,26,C,14:51
20120110,11392,18,82,N,99:99
20120110,11392,18,82,C,22:34
20120110,11392,18,82,N,99:99
20120110,11393,15,71,N,99:99
20120110,11393,15,71,C,01:49
20120110,11393,15,71,N,99:99
20120110,11393,15,71,C,10:31
20120110,11395,22,34,N,99:99
20120110,11395,22,34,N,99:99
20120110,11395,22,34,C,20:01
20120111,11391,12,39,N,99:99
20120111,11393,17,84,N,99:99
20120111,11393,17,84,C,20:45
20120111,11393,17,84,C,15:42
20120111,11393,17,84,C,04:31
20120111,11393,17,84,N,99:99
20120111,11393,17,84,C,01:49
20120111,11395,22,21,N,99:99
20120111,11395,22,21,C,11:04
20120111,11395,22,21,N,99:99
20120112,11391,12,51,N,99:99
20120112,11393,16,91,N,99:99
20120112,11393,16,91,C,07:47
20120112,11393,16,91,N,99:99
20120112,11393,16,91,C,20:45
20120112,11393,16,91,C,15:42
20120112,11393,16,91,C,04:31
20120112,11395,21,07,N,99:99
20120112,11395,21,07,C,00:49
20120112,11395,21,07,N,99:99
20120112,11395,21,07,C,11:04
20120112,11396,25,18,N,99:99
20120113,11391,12,65,N,99:99
20120113,11395,21,07,N,99:99
20120113,11395,21,07,N,99:99
20120113,11395,21,07,C,00:49
20120113,11396,25,18,N,99:99
20120113,11397,20,14,N,99:99
20120113,11398,13,22,N,99:99
20120114,11391,12,81,N,99:99
20120114,11391,12,81,N,99:99
20120114,11391,12,81,C,06:01
20120114,11395,21,20,N,99:99
20120114,11396,26,04,N,99:99
20120114,11396,26,04,C,03:19
20120114,11396,26,04,N,99:99
20120114,11397,20,14,N,99:99
20120114,11398,13,22,N,99:99
20120114,11399,24,55,N,99:99
20120114,11400,14,18,N,99:99
20120114,11401,15,59,N,99:99
20120114,11402,26,61,N,99:99
20120115,11391,12,91,N,99:99
20120115,11395,21,32,N,99:99
20120115,11396,27,08,N,99:99
20120115,11396,27,08,N,99:99
20120115,11396,27,08,C,03:19
20120115,11397,20,00,N,99:99
20120115,11398,14,36,N,99:99
20120115,11399,24,55,N,99:99
20120115,11400,14,18,N,99:99
20120115,11401,15,59,N,99:99
20120115,11401,15,59,C,23:56
20120115,11401,15,59,C,02:48
20120115,11401,15,59,C,01:23
20120115,11401,15,59,N,99:99
20120115,11401,15,59,C,23:21
20120115,11401,15,59,C,21:41
20120115,11401,15,59,C,18:35
20120115,11401,15,59,M,13:14
20120115,11401,15,59,C,12:33
20120115,11401,15,59,C,12:00
20120115,11402,26,61,N,99:99
20120115,11403,19,15,N,99:99
20120116,11395,20,45,N,99:99
20120116,11396,25,21,N,99:99
20120116,11397,20,12,N,99:99
20120116,11398,12,50,N,99:99
20120116,11399,23,40,N,99:99
20120116,11400,13,31,N,99:99
20120116,11401,17,46,N,99:99
20120116,11401,17,46,C,15:46
20120116,11401,17,46,C,10:31
20120116,11401,17,46,C,08:08
20120116,11401,17,46,C,00:25
20120116,11401,17,46,C,00:14
20120116,11401,17,46,N,99:99
20120116,11401,17,46,C,23:56
20120116,11401,17,46,C,02:48
20120116,11401,17,46,C,01:23
20120116,11402,27,50,N,99:99
20120116,11402,27,50,C,02:36
20120116,11402,27,50,C,02:28
20120116,11402,27,50,N,99:99
20120116,11403,19,15,N,99:99
20120116,11404,12,43,N,99:99
20120116,11405,13,51,N,99:99
20120116,11405,13,51,C,22:50
20120116,11405,13,51,N,99:99
20120117,11395,20,58,N,99:99
20120117,11396,25,33,N,99:99
20120117,11398,12,64,N,99:99
20120117,11399,22,29,N,99:99
20120117,11401,17,37,N,99:99
20120117,11401,17,37,C,23:53
20120117,11401,17,37,C,18:32
20120117,11401,17,37,M,04:41
20120117,11401,17,37,N,99:99
20120117,11401,17,37,C,22:50
20120117,11401,17,37,C,15:46
20120117,11401,17,37,C,10:31
20120117,11401,17,37,C,08:08
20120117,11401,17,37,C,00:14
20120117,11402,28,39,N,99:99
20120117,11402,28,39,N,99:99
20120117,11402,28,39,C,02:36
20120117,11402,28,39,C,02:28
20120117,11403,19,12,N,99:99
20120117,11404,12,43,N,99:99
20120117,11405,13,51,N,99:99
20120117,11405,13,51,C,17:19
20120117,11405,13,51,N,99:99
20120117,11405,13,51,C,00:25
20120117,11406,23,69,N,99:99
20120118,11396,24,47,N,99:99
20120118,11396,24,47,C,22:57
20120118,11396,24,47,N,99:99
20120118,11398,11,78,N,99:99
20120118,11399,23,15,N,99:99
20120118,11401,18,24,N,99:99
20120118,11401,18,24,M,19:04
20120118,11401,18,24,C,10:16
20120118,11401,18,24,C,09:51
20120118,11401,18,24,N,99:99
20120118,11401,18,24,C,23:53
20120118,11401,18,24,C,18:32
20120118,11401,18,24,M,04:41
20120118,11402,28,26,N,99:99
20120118,11403,19,12,N,99:99
20120118,11404,11,56,N,99:99
20120118,11405,13,37,N,99:99
20120118,11405,13,37,N,99:99
20120118,11405,13,37,C,17:19
20120118,11406,23,69,N,99:99
20120118,11407,17,01,N,99:99
20120119,11396,25,58,N,99:99
20120119,11396,25,58,C,12:41
20120119,11396,25,58,N,99:99
20120119,11396,25,58,C,22:57
20120119,11399,23,03,N,99:99
20120119,11401,16,13,N,99:99
20120119,11401,16,13,C,01:15
20120119,11401,16,13,N,99:99
20120119,11401,16,13,M,19:04
20120119,11401,16,13,C,10:16
20120119,11401,16,13,C,09:51
20120119,11402,28,13,N,99:99
20120119,11402,28,13,M,13:44
20120119,11402,28,13,M,13:43
20120119,11402,28,13,C,03:52
20120119,11402,28,13,N,99:99
20120119,11403,19,25,N,99:99
20120119,11405,11,25,N,99:99
20120119,11406,24,82,N,99:99
20120119,11407,17,01,N,99:99
20120120,11399,23,11,N,99:99
20120120,11401,18,01,N,99:99
20120120,11401,18,01,C,21:50
20120120,11401,18,01,C,21:48
20120120,11401,18,01,N,99:99
20120120,11401,18,01,C,01:15
20120120,11402,29,01,N,99:99
20120120,11402,29,01,N,99:99
20120120,11402,29,01,M,13:44
20120120,11402,29,01,M,13:43
20120120,11402,29,01,C,03:52
20120120,11403,19,38,N,99:99
20120120,11405,13,11,N,99:99
20120120,11406,24,91,N,99:99
20120120,11407,17,14,N,99:99
20120121,11401,16,14,N,99:99
20120121,11401,16,14,C,20:44
20120121,11401,16,14,N,99:99
20120121,11401,16,14,C,21:50
20120121,11401,16,14,C,21:48
20120121,11402,28,11,N,99:99
20120121,11402,28,11,C,04:34
20120121,11402,28,11,N,99:99
20120121,11405,11,01,N,99:99
20120121,11407,17,27,N,99:99
20120121,11408,06,54,N,99:99
20120121,11409,16,36,N,99:99
20120122,11401,17,26,N,99:99
20120122,11401,17,26,C,02:32
20120122,11401,17,26,N,99:99
20120122,11401,17,26,C,20:44
20120122,11402,29,25,N,99:99
20120122,11402,29,25,N,99:99
