20160101,12473,21,73,N,99:99
20160101,12473,21,73,C,09:36
20160101,12473,21,73,C,06:33
20160101,12473,21,73,N,99:99
20160101,12473,21,73,C,19:57
20160101,12473,21,73,C,17:19
20160101,12472,04,72,N,99:99
20160101,12475,08,91,N,99:99
20160102,12473,21,86,N,99:99
20160102,12473,21,86,N,99:99
20160102,12473,21,86,M,23:10
20160102,12473,21,86,C,22:25
20160102,12473,21,86,C,09:36
20160102,12473,21,86,C,06:33
20160102,12476,11,48,N,99:99
20160102,12477,12,62,N,99:99
20160102,12472,04,87,N,99:99
20160103,12473,21,91,N,99:99
20160103,12476,10,34,N,99:99
20160103,12477,12,48,N,99:99
20160103,12478,07,40,N,99:99
20160103,12472,04,91,N,99:99
20160104,12476,10,21,N,99:99
20160104,12477,12,34,N,99:99
20160104,12478,07,25,N,99:99
20160105,12476,10,07,N,99:99
20160105,12477,12,20,N,99:99
20160105,12478,07,11,N,99:99
20160105,12479,11,08,N,99:99
20160106,12476,10,07,N,99:99
20160106,12477,12,06,N,99:99
20160106,12478,07,03,N,99:99
20160106,12479,11,22,N,99:99
20160107,12476,09,21,N,99:99
20160107,12477,12,08,N,99:99
20160107,12480,04,61,N,99:99
20160107,12480,04,61,C,06:11
20160107,12480,04,61,N,99:99
20160107,12478,07,17,N,99:99
20160107,12479,11,36,N,99:99
20160108,12476,09,35,N,99:99
20160108,12477,12,22,N,99:99
20160108,12480,03,45,N,99:99
20160108,12480,03,45,N,99:99
20160108,12480,03,45,C,06:11
20160108,12481,18,68,N,99:99
20160108,12478,07,31,N,99:99
20160108,12479,11,50,N,99:99
20160109,12477,12,34,N,99:99
20160109,12478,07,41,N,99:99
20160109,12480,03,30,N,99:99
20160109,12481,18,82,N,99:99
20160109,12482,03,23,N,99:99
20160109,12483,16,31,N,99:99
20160109,12476,09,49,N,99:99
20160109,12479,11,64,N,99:99
20160110,12477,11,46,N,99:99
20160110,12478,06,53,N,99:99
20160110,12480,03,19,N,99:99
20160110,12481,19,91,N,99:99
20160110,12482,02,36,N,99:99
20160110,12483,17,17,N,99:99
20160110,12476,09,63,N,99:99
20160110,12479,11,78,N,99:99
20160111,12477,12,58,N,99:99
20160111,12480,02,04,N,99:99
20160111,12482,02,49,N,99:99
20160111,12483,17,04,N,99:99
20160111,12484,05,35,N,99:99
20160111,12476,09,77,N,99:99
20160111,12478,06,68,N,99:99
20160111,12479,11,91,N,99:99
20160112,12477,12,72,N,99:99
20160112,12480,03,08,N,99:99
20160112,12483,17,10,N,99:99
20160112,12476,09,91,N,99:99
20160112,12478,06,83,N,99:99
20160112,12482,02,64,N,99:99
20160112,12484,07,21,N,99:99
20160113,12480,03,21,N,99:99
20160113,12483,17,22,N,99:99
