20180302,12700,N08,W67,N,99:99
20180302,12700,N08,W67,C,10:56
20180302,12700,N08,W67,N,99:99
20180303,12700,N07,W80,N,99:99
20180303,12700,N07,W80,N,99:99
20180303,12700,N07,W80,C,10:56
20180304,12700,N07,W91,N,99:99
20180316,12701,S12,W20,N,99:99
20180317,12701,S12,W34,N,99:99
20180318,12702,N21,W59,N,99:99
20180318,12701,S12,W48,N,99:99
20180319,12702,N19,W72,N,99:99
20180319,12701,S12,W62,N,99:99
20180320,12701,S12,W76,N,99:99
20180320,12702,N19,W86,N,99:99
20180321,12701,S12,W90,N,99:99
20180321,12702,N19,W91,N,99:99
20180331,12703,S08,E46,N,99:99
20180401,12703,S08,E33,N,99:99
20180402,12703,S08,E20,N,99:99
20180403,12703,S08,E06,N,99:99
20180404,12703,S08,W08,N,99:99
20180405,12703,S08,W22,N,99:99
20180406,12703,S08,W36,N,99:99
20180407,12703,S08,W50,N,99:99
20180408,12703,S08,W64,N,99:99
20180409,12703,S08,W78,N,99:99
20180410,12703,S08,W91,N,99:99
20180411,12703,S08,W91,N,99:99
20180413,12704,N10,E37,N,99:99
20180414,12704,N12,E22,N,99:99
20180415,12704,N12,E10,N,99:99
20180416,12704,N12,E01,N,99:99
20180417,12704,N12,W13,N,99:99
20180417,12705,N17,W21,N,99:99
20180418,12704,N12,W27,N,99:99
20180418,12705,N17,W35,N,99:99
20180419,12704,N12,W41,N,99:99
20180419,12705,N17,W49,N,99:99
20180420,12706,N04,E59,N,99:99
20180420,12704,N12,W55,N,99:99
20180420,12705,N17,W63,N,99:99
20180421,12706,N04,E47,N,99:99
20180421,12704,N12,W69,N,99:99
20180421,12705,N17,W77,N,99:99
20180422,12706,N04,E34,N,99:99
20180422,12707,S10,E20,N,99:99
20180422,12704,N12,W83,N,99:99
20180422,12705,N17,W91,N,99:99
20180423,12706,N03,E20,N,99:99
20180423,12704,N12,W91,N,99:99
20180423,12707,S10,E06,N,99:99
20180424,12706,N02,E07,N,99:99
20180424,12707,S10,W08,N,99:99
20180425,12706,N02,W08,N,99:99
20180425,12707,S10,W22,N,99:99
20180426,12706,N03,W19,N,99:99
20180426,12707,S10,W36,N,99:99
20180427,12706,N03,W36,N,99:99
20180427,12707,S10,W50,N,99:99
20180428,12706,N03,W49,N,99:99
20180428,12707,S10,W63,N,99:99
20180429,12706,N03,W62,N,99:99
20180429,12707,S10,W76,N,99:99
20180430,12706,N03,W76,N,99:99
20180430,12707,S10,W90,N,99:99
20180501,12706,N03,W91,N,99:99
20180505,12708,S09,E44,N,99:99
20180507,12708,S10,E17,N,99:99
20180508,12708,S11,E03,N,99:99
20180509,12708,S09,W10,N,99:99
20180509,12709,N05,E56,N,99:99
20180510,12708,S10,W22,N,99:99
20180510,12709,N05,E43,N,99:99
20180511,12709,N05,E29,N,99:99
20180511,12708,S10,W36,N,99:99
20180512,12709,N05,E15,N,99:99
20180512,12708,S10,W50,N,99:99
20180513,12709,N06,W03,N,99:99
20180513,12708,S10,W69,N,99:99
20180514,12709,N04,W11,N,99:99
20180514,12708,S10,W78,N,99:99
20180515,12708,S10,W91,N,99:99
20180515,12709,N04,W26,N,99:99
20180516,12709,N04,W41,N,99:99
20180517,12709,N04,W56,N,99:99
20180518,12709,N04,W71,N,99:99
20180519,12709,N04,W86,N,99:99
20180520,12709,N04,W91,N,99:99
20180522,12710,N16,E55,N,99:99
20180523,12710,N17,E43,N,99:99
20180524,12710,N18,E28,N,99:99
20180524,12711,N06,W38,N,99:99
20180525,12710,N17,E16,N,99:99
20180525,12711,N06,W51,N,99:99
20180525,12712,N13,E66,N,99:99
20180526,12711,N06,W64,N,99:99
20180526,12712,N14,E47,N,99:99
20180526,12710,N17,E02,N,99:99
20180527,12711,N07,W79,N,99:99
20180527,12712,N15,E34,N,99:99
20180527,12710,N17,W12,N,99:99
20180528,12711,N05,W91,N,99:99
20180528,12712,N15,E19,N,99:99
20180528,12710,N17,W26,N,99:99
20180529,12712,N15,E09,N,99:99
20180529,12712,N15,E09,N,99:99
20180529,12712,N15,E09,C,17:04
20180529,12710,N17,W40,N,99:99
20180530,12712,N16,W04,N,99:99
20180530,12710,N17,W54,N,99:99
20180531,12712,N16,W18,N,99:99
20180531,12710,N17,W68,N,99:99
20180601,12712,N16,W32,N,99:99
20180601,12710,N17,W82,N,99:99
20180602,12712,N16,W45,N,99:99
20180602,12710,N17,W91,N,99:99
20180603,12712,N15,W57,N,99:99
20180604,12712,N14,W72,N,99:99
20180605,12712,N14,W86,N,99:99
20180606,12712,N14,W91,N,99:99
20180606,12712,N14,W91,C,10:44
20180606,12712,N14,W91,N,99:99
20180613,12713,N03,E55,N,99:99
20180614,12713,N06,E42,N,99:99
20180615,12713,N05,E29,N,99:99
20180616,12713,N05,E16,N,99:99
20180617,12713,N05,E01,N,99:99
20180618,12713,N05,W12,N,99:99
20180619,12713,N05,W27,N,99:99
20180619,12714,N08,W55,N,99:99
20180620,12713,N05,W38,N,99:99
20180620,12714,N08,W68,N,99:99
20180620,12715,N07,E18,N,99:99
20180621,12713,N05,W52,N,99:99
20180621,12714,N08,W81,N,99:99
20180621,12715,N08,E06,N,99:99
20180621,12715,N08,E06,C,01:09
20180621,12715,N08,E06,N,99:99
20180622,12713,N05,W66,N,99:99
20180622,12714,N08,W91,N,99:99
20180622,12715,N08,W08,N,99:99
20180622,12715,N08,W08,N,99:99
20180622,12715,N08,W08,C,01:09
20180623,12713,N05,W78,N,99:99
20180623,12715,N08,W22,N,99:99
20180624,12713,N05,W91,N,99:99
20180624,12715,N08,W35,N,99:99
20180625,12715,N07,W46,N,99:99
20180625,12713,N04,W91,N,99:99
20180626,12715,N08,W60,N,99:99
20180627,12715,N07,W69,N,99:99
20180628,12715,N07,W88,N,99:99
20180722,12716,N16,W14,N,99:99
20180723,12716,N16,W28,N,99:99
20180724,12716,N16,W42,N,99:99
20180725,12716,N16,W56,N,99:99
20180726,12716,N16,W70,N,99:99
20180727,12716,N16,W84,N,99:99
20180728,12716,N16,W91,N,99:99
20180802,12717,S07,E15,N,99:99
20180803,12717,S08,W00,N,99:99
20180804,12717,S08,W14,N,99:99
20180805,12717,S08,W28,N,99:99
20180806,12717,S08,W42,N,99:99
20180807,12717,S08,W56,N,99:99
20180808,12717,S08,W70,N,99:99
20180809,12717,S08,W84,N,99:99
20180810,12717,S08,W91,N,99:99
20180815,12718,S08,E35,N,99:99
20180816,12718,S07,E22,N,99:99
20180817,12718,S08,E09,N,99:99
20180818,12718,S07,W04,N,99:99
20180819,12718,S07,W17,N,99:99
20180820,12719,S06,E29,N,99:99
20180820,12718,S06,W33,N,99:99
20180821,12719,S07,E15,N,99:99
20180821,12718,S06,W48,N,99:99
20180822,12719,S12,E01,N,99:99
20180822,12718,S06,W63,N,99:99
20180823,12719,S06,W11,N,99:99
20180823,12718,S06,W78,N,99:99
20180824,12719,S07,W22,N,99:99
20180824,12718,S06,W91,N,99:99
20180825,12719,S08,W35,N,99:99
20180825,12720,N08,W38,N,99:99
20180826,12719,S06,W50,N,99:99
20180826,12720,N08,W53,N,99:99
20180827,12719,S06,W67,N,99:99
20180827,12720,N08,W69,N,99:99
20180828,12720,N08,W82,N,99:99
20180828,12719,S06,W80,N,99:99
20180829,12720,N07,W91,N,99:99
20180829,12719,S06,W91,N,99:99
20180830,12720,N07,W91,N,99:99
20180909,12721,N09,W29,N,99:99
20180910,12721,N10,W42,N,99:99
20180911,12721,N11,W57,N,99:99
20180912,12722,S07,E03,N,99:99
20180912,12721,N11,W71,N,99:99
20180913,12722,S07,W13,N,99:99
20180913,12721,N11,W85,N,99:99
20180914,12721,N11,W91,N,99:99
20180914,12722,S07,W28,N,99:99
20180915,12722,S07,W42,N,99:99
20180916,12722,S07,W55,N,99:99
20180917,12722,S07,W68,N,99:99
20180918,12722,S07,W83,N,99:99
20180919,12722,S07,W91,N,99:99
20180920,12722,S07,W91,N,99:99
20180930,12723,S08,W15,N,99:99
