20170101,12622,N11,W83,N,99:99
20170102,12622,N11,W91,N,99:99
20170102,12623,S06,W19,N,99:99
20170103,12623,S06,W34,N,99:99
20170104,12624,S08,W69,N,99:99
20170104,12623,S06,W49,N,99:99
20170105,12623,S06,W64,N,99:99
20170105,12624,S08,W83,N,99:99
20170106,12623,S06,W79,N,99:99
20170106,12624,S06,W91,N,99:99
20170107,12623,S06,W91,N,99:99
20170113,12625,N03,E60,N,99:99
20170114,12625,N03,E46,N,99:99
20170114,12626,N08,E55,N,99:99
20170115,12625,N03,E33,N,99:99
20170115,12626,N08,E43,N,99:99
20170116,12625,N03,E19,N,99:99
20170116,12626,N09,E30,N,99:99
20170117,12625,N01,E06,N,99:99
20170117,12626,N08,E17,N,99:99
20170118,12625,N01,W06,N,99:99
20170118,12626,N08,E04,N,99:99
20170119,12625,N00,W19,N,99:99
20170119,12626,N07,W09,N,99:99
20170120,12625,N00,W32,N,99:99
20170120,12626,N08,W23,N,99:99
20170121,12625,N00,W47,N,99:99
20170121,12626,N08,W36,N,99:99
20170121,12627,N05,E16,N,99:99
20170121,12628,N12,E37,N,99:99
20170121,12628,N12,E37,C,13:19
20170121,12628,N12,E37,C,10:59
20170121,12628,N12,E37,C,10:19
20170121,12628,N12,E37,C,09:40
20170121,12628,N12,E37,C,07:14
20170121,12628,N12,E37,C,06:23
20170121,12628,N12,E37,N,99:99
20170122,12625,N01,W54,N,99:99
20170122,12626,N08,W43,N,99:99
20170122,12627,N06,E09,N,99:99
20170122,12628,N12,E30,N,99:99
20170122,12628,N12,E30,N,99:99
20170122,12628,N12,E30,C,13:19
20170122,12628,N12,E30,C,10:59
20170122,12628,N12,E30,C,10:19
20170122,12628,N12,E30,C,09:40
20170122,12628,N12,E30,C,07:14
20170122,12628,N12,E30,C,06:23
20170123,12625,N01,W74,N,99:99
20170123,12626,N08,W62,N,99:99
20170123,12627,N06,W11,N,99:99
20170123,12628,N12,E09,N,99:99
20170124,12626,N08,W75,N,99:99
20170124,12627,N06,W24,N,99:99
20170124,12628,N12,W05,N,99:99
20170124,12625,N01,W89,N,99:99
20170125,12626,N08,W86,N,99:99
20170125,12627,N06,W37,N,99:99
20170125,12628,N13,W17,N,99:99
20170125,12629,N15,E47,N,99:99
20170126,12627,N06,W51,N,99:99
20170126,12628,N12,W34,N,99:99
20170126,12629,N15,E32,N,99:99
20170126,12626,N08,W91,N,99:99
20170127,12628,N11,W46,N,99:99
20170127,12629,N15,E19,N,99:99
20170127,12627,N04,W62,N,99:99
20170128,12628,N12,W60,N,99:99
20170128,12629,N15,E06,N,99:99
20170128,12627,N04,W77,N,99:99
20170129,12628,N12,W76,N,99:99
20170129,12629,N15,W07,N,99:99
20170129,12627,N04,W90,N,99:99
20170129,12627,N04,W90,N,99:99
20170129,12627,N04,W90,C,20:56
20170130,12628,N11,W91,N,99:99
20170130,12629,N15,W22,N,99:99
20170131,12629,N15,W34,N,99:99
20170131,12630,N16,E42,N,99:99
20170131,12631,S04,W36,N,99:99
20170201,12629,N15,W50,N,99:99
20170201,12631,S05,W50,N,99:99
20170201,12632,N14,W20,N,99:99
20170201,12630,N16,E27,N,99:99
20170202,12629,N15,W59,N,99:99
20170202,12632,N14,W30,N,99:99
20170202,12630,N16,E17,N,99:99
20170202,12631,S04,W60,N,99:99
20170203,12629,N16,W77,N,99:99
20170203,12632,N14,W48,N,99:99
20170203,12633,N14,W63,N,99:99
20170203,12630,N16,W01,N,99:99
20170203,12631,S04,W79,N,99:99
20170204,12629,N16,W90,N,99:99
20170204,12632,N16,W62,N,99:99
20170204,12633,N15,W76,N,99:99
20170204,12630,N16,W15,N,99:99
20170204,12631,S04,W91,N,99:99
20170205,12629,N16,W91,N,99:99
20170205,12632,N16,W76,N,99:99
20170205,12630,N16,W29,N,99:99
20170205,12633,N15,W90,N,99:99
20170206,12632,N14,W88,N,99:99
20170206,12634,N02,E58,N,99:99
20170206,12630,N16,W43,N,99:99
20170207,12634,N05,E44,N,99:99
20170207,12630,N16,W57,N,99:99
20170207,12632,N14,W91,N,99:99
20170208,12634,N03,E32,N,99:99
20170208,12630,N16,W71,N,99:99
20170209,12630,N16,W85,N,99:99
20170209,12634,N03,E17,N,99:99
20170210,12635,N13,E01,N,99:99
20170210,12630,N16,W91,N,99:99
20170210,12634,N03,E04,N,99:99
20170211,12635,N14,W12,N,99:99
20170211,12634,N03,W10,N,99:99
20170212,12635,N12,W27,N,99:99
20170212,12634,N03,W24,N,99:99
20170213,12635,N12,W39,N,99:99
20170213,12634,N03,W38,N,99:99
20170214,12635,N12,W52,N,99:99
20170214,12634,N03,W52,N,99:99
20170215,12635,N12,W65,N,99:99
20170215,12634,N03,W67,N,99:99
20170216,12635,N13,W78,N,99:99
20170216,12636,N11,E41,N,99:99
20170216,12634,N03,W82,N,99:99
20170217,12635,N13,W91,N,99:99
20170217,12636,N11,E28,N,99:99
20170217,12634,N03,W91,N,99:99
20170218,12636,N11,E15,N,99:99
20170219,12636,N11,E03,N,99:99
20170220,12636,N11,W11,N,99:99
20170220,12637,S03,E49,N,99:99
20170221,12637,S04,E35,N,99:99
20170221,12638,N18,E46,N,99:99
20170221,12636,N11,W25,N,99:99
20170222,12638,N18,E37,N,99:99
20170222,12636,N11,W39,N,99:99
20170222,12637,S04,E20,N,99:99
20170223,12638,N19,E23,N,99:99
20170223,12638,N19,E23,N,99:99
20170223,12638,N19,E23,C,13:03
20170223,12636,N11,W53,N,99:99
20170223,12637,S04,E05,N,99:99
20170224,12638,N18,E08,N,99:99
20170224,12638,N18,E08,C,00:04
20170224,12638,N18,E08,N,99:99
20170224,12638,N18,E08,C,20:36
20170224,12636,N11,W67,N,99:99
